QYEAR,NEWID,OUTCOME,HSG_UNIT,CONVREF,TELPV,HOW_INTV,SNGL_INT,TELSCT01,TELSCT02,TELSCT03,TELSCT04,TELSCT05,TELSCT06,TELSCT07,TELSCT08,TELSCT09,TELSCT10,TEL_RESN,INFOBOOK,LANGUAGE,RESPON,RECORDS,TYPEREC1,TYPEREC2,TYPEREC3,TYPEREC4,TYPEREC5,TYPEREC6,TYPEREC7,TYPEREC8,TYPEREC9,SECTNO,GENINTRO,EXPNSUM,NUMEXPN,NUMDK,NUMRF,SECT_01,SECT_02,SECT_03,SECT_04,SECT_05,SECT_06,SECT_07,SECT_08,SECT_09,SECT_10,SECT_11,SECT_12,SECT_13,SECT_14,SECT_15,SECT_16,SECT_17,SECT_18,SECT_19,SECT_20,SECT_21,SECT_22,BACK,FRONT,COVERAGE,CONTROL,TOT_TIME,CUID
20231,05011974,201,01,2,,1,1,,,,,,,,,,,,4,1,2,2,,,3,,,,7,,,22,1,14746,44,0,0,0,0,92,366,15,157,11,54,22,59,124,148,127,80,10,412,143,70,389,263,467,182,997,1507,0,38,5733,501197
20231,05011994,216,01,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,21,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2555,24,0,2629,501199
20231,05012014,322,01,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,21,,5745,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,31,0,52,501201
20231,05012054,201,01,2,,6,1,,,,,,,,,,,7,5,1,1,3,1,,,,,,,,,22,1,2642,27,0,0,0,0,134,111,19,185,5,76,49,20,155,61,87,21,6,98,21,9,46,98,255,159,157,123,0,35,1930,501205
20231,05012074,201,01,2,,6,1,,,,,,,,,,,7,1,1,1,2,1,,3,,,,,,,22,1,2676,16,1,0,0,90,8,105,33,99,23,265,24,16,168,96,124,101,14,50,24,136,278,531,389,128,324,47,0,31,3104,501207
20231,05012084,201,01,2,,6,1,,,,,,,,,,,7,5,1,1,3,1,,,,,,,,,22,1,7378,47,0,0,0,0,227,364,136,445,61,149,40,23,258,49,285,209,261,221,66,96,263,375,505,191,240,65,0,187,4716,501208
20231,05012094,201,01,2,,6,2,,,,,,,,,,,7,5,1,1,3,1,,,,,,,,,22,1,5747,27,2,0,0,0,149,265,243,279,61,94,29,30,251,257,131,183,11,149,423,88,181,544,440,256,255,454,0,123,4896,501209
20231,05012104,324,01,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,40,0,56,501210
20231,05012114,201,01,2,,6,1,,,,,,,,,,,7,5,1,1,3,1,,,,,,,,,22,1,21636,64,0,0,0,0,107,375,52,140,17,372,16,24,224,49,180,78,49,278,23,142,453,381,591,249,247,90,0,43,4180,501211
20231,05012124,324,01,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,37,64,0,276,501212
20231,05012144,324,01,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,21,1,1300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,222,63,0,343,501214
20231,05012154,324,01,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,5,27,0,68,501215
20231,05012174,324,01,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,21,,113,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,868,51,1,1004,501217
20231,05012184,201,01,1,,6,1,,,,,,,,,,,7,5,1,1,4,,,,,,,,,,22,1,96636,55,0,0,0,0,157,294,237,277,28,156,34,292,144,197,101,55,11,172,329,105,198,294,289,8,34,123,0,31,3566,501218
20231,05012194,201,01,2,,1,1,,,,,,,,,,,,5,1,1,3,1,,,,,,,,,22,1,8937,35,2,0,74,75,711,926,248,527,36,176,71,613,1079,956,104,187,20,266,51,105,286,395,1126,269,329,605,10,677,9922,501219
20231,05012204,324,01,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,10,51,0,110,501220
20231,05012214,201,01,2,,1,2,,,,,,,,,,,,3,1,1,3,1,,,,,,,,,22,1,1003,18,0,2,0,0,484,273,79,1265,12,25,22,23,82,41,39,40,11,19,19,16,29,133,249,17,175,2505,0,224,5782,501221
20231,05012234,201,01,1,,6,1,,,,,,,,,,,7,5,1,1,3,1,2,,,,,,,,22,1,6895,36,0,0,32,90,18,112,34,104,20,73,45,208,207,191,138,53,30,140,269,50,214,209,248,227,332,70,8,85,3207,501223
20231,05012254,201,05,2,,6,1,,,,,,,,,,,7,5,1,1,4,,,,,,,,,,22,1,14160,28,1,0,0,0,95,142,203,203,29,14,6,27,131,26,45,151,28,31,206,104,172,330,210,204,681,100,0,49,3187,501225
20231,05012264,216,01,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,21,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,74,45,0,144,501226
20231,05012274,321,01,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,19,27,0,71,501227
20231,05012304,216,01,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,244,29,0,355,501230
20231,05012324,216,01,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,21,,450,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,30,16,0,65,501232
20231,05012334,201,01,2,,6,2,,,,,,,,,,,7,1,1,1,1,,,,,,,7,,9,22,1,17635,59,0,0,0,0,335,392,34,1100,80,77,24,303,205,45,63,180,24,429,29,73,347,465,1032,529,688,86,0,1040,7580,501233
20231,05012344,216,10,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,21,,350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,132,6,0,150,501234
20231,05012354,216,01,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,12,0,30,501235
20231,05012364,201,01,2,,6,2,,,,,,,,,,,8,5,1,1,1,1,,,,,,,,,22,1,13787,46,0,0,0,0,94,324,45,159,35,110,27,18,861,141,410,103,9,134,30,403,552,795,716,1298,244,129,0,50,6687,501236
20231,05012384,201,01,2,,1,1,,,,,,,,,,,,2,1,1,1,,,3,,,,,,,22,1,9862,67,1,0,0,0,139,172,70,102,27,37,7,17,633,180,463,97,8,522,606,71,354,856,1298,572,282,1046,0,105,7664,501238
20231,05012394,216,01,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,21,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,1038,145,32,1425,501239
20231,05012404,323,01,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,18,27,0,72,501240
20231,05012424,323,01,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,19,47,0,93,501242
20231,05012434,201,01,2,,5,,01,02,03,04,,,07,08,09,10,1,4,3,1,4,,,,,,,,,,22,1,4472,17,0,0,119,282,62,99,76,62,22,40,25,621,281,136,780,16,18,26,35,67,55,651,686,127,415,231,49,504,5485,501243
20231,05012454,216,01,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,11,0,32,501245
20231,05012464,322,01,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,21,,4538,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,21,31,0,63,501246
20231,05012474,201,01,2,,6,1,,,,,,,,,,,7,1,1,1,1,1,,,,,,7,,,22,1,2078,23,0,0,0,0,199,132,38,69,51,127,45,17,154,101,28,160,7,77,9,24,86,212,416,186,598,81,0,24,2841,501247
20231,05012484,322,01,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,37,0,67,501248
20231,05012494,201,01,1,,6,2,,,,,,,,,,,5,5,2,2,3,,,,4,,,,,,22,1,8774,41,0,0,0,0,86,145,53,124,30,241,40,44,185,109,92,24,15,67,27,53,78,343,455,155,328,3807,0,100,6601,501249
20231,05012514,324,01,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,01,,11356,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,633,46,8,759,501251
20231,05012524,201,01,2,,6,1,,,,,,,,,,,4,5,1,1,4,,,,,,,,,,22,1,11355,40,0,0,0,0,147,224,39,178,53,119,18,16,161,17,61,23,100,260,421,99,135,215,419,189,433,192,0,24,3543,501252
20231,05012534,216,01,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,33,0,71,501253
20231,05012544,201,01,2,,1,1,,,,,,,,,,,,1,1,1,3,,2,3,,,,,,,22,1,30246,66,2,0,0,0,461,1067,613,260,54,352,40,95,266,516,208,547,197,158,115,132,917,251,1245,340,735,87,0,269,8925,501254
20231,05012554,216,01,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,46,14,0,150,501255
20231,05012564,216,01,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,106,75,0,269,501256
20231,05012574,321,01,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,42,0,74,501257
20231,05012584,201,01,2,,1,1,,,,,,,,,,,,1,1,1,4,,,,,,,,,,22,1,16589,51,0,0,0,172,93,314,179,359,13,307,76,5,98,15,27,42,14,430,519,122,222,355,238,170,241,565,0,16,4592,501258
20231,05012594,324,01,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,21,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,94,27,0,141,501259
20231,05012604,323,01,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,12,54,0,97,501260
20231,05012634,324,01,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,21,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,530,7,0,543,501263
20231,05012644,201,05,2,,6,1,,,,,,,,,,,7,4,1,1,3,,2,,,,,,,,22,1,4933,32,0,0,0,0,133,154,60,99,22,114,30,15,257,162,42,138,14,61,184,402,168,420,146,104,172,57,0,57,3011,501264
20231,05012654,201,05,2,,1,1,,,,,,,,,,,,5,1,1,1,1,2,,4,,,7,8,,22,1,7811,40,0,0,0,0,371,435,124,42,112,49,52,251,721,246,695,146,31,416,843,748,516,670,1038,544,302,338,0,165,8855,501265
20231,05012664,201,01,2,,6,1,,,,,,,,,,,5,5,1,1,3,,,,4,,,7,8,,22,1,21015,53,9,0,0,0,111,381,111,372,32,210,33,166,177,73,200,51,35,329,206,101,279,287,446,307,218,159,0,17,4301,501266
20231,05012674,321,01,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,25,0,44,501267
20231,05012684,201,01,2,,1,1,,,,,,,,,,,,1,1,1,3,,,,,,,7,8,,22,1,26237,70,1,0,36,58,828,362,526,345,30,442,55,622,378,376,231,169,24,163,572,121,246,920,434,209,638,455,3,156,8399,501268
20231,05012694,324,01,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,21,,1257,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,14,60,0,96,501269
20231,05012704,216,01,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,21,,3618,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,27,24,0,68,501270
20231,05012714,203,01,,,6,2,,,,,,,,,,,7,,,1,,,,,,,,,,,21,1,16749,49,0,0,0,0,115,182,57,288,40,89,22,26,191,47,57,95,108,184,281,167,138,303,0,0,109,126,0,34,2659,501271
20231,05012734,201,01,2,,6,1,,,,,,,,,,,7,5,1,1,3,1,,,,,,,,,22,1,2443,28,0,0,0,0,83,466,160,68,18,45,38,31,258,16,25,39,16,50,39,90,156,384,318,143,380,557,0,93,3473,501273
20231,05012744,201,01,2,,6,1,,,,,,,,,,,7,5,1,2,4,,,,,,,,,,22,1,16744,55,0,0,0,0,84,237,124,129,70,104,56,13,217,50,67,81,25,122,331,54,157,369,298,165,199,79,0,607,3638,501274
20231,05012754,216,01,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,21,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,738,45,0,802,501275
20231,05012764,321,01,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,21,,4570,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,9,51,0,106,501276
